#meanDTcross, stdDTcross, Opt1_cross, Opt2_cross, Undec_cross, meanDTmddm, stdDTmddm, Opt1_mddm, Opt2_mdd, Undec_mddm
1.2476979,0.394986854417,0.86713,0.13287,0.0,1.11535785,0.891625920845,0.83457,0.16543000000000002,0.0
