#meanDTcross, stdDTcross, Opt1_cross, Opt2_cross, Undec_cross, meanDTmddm, stdDTmddm, Opt1_mddm, Opt2_mdd, Undec_mddm
1.86307054,0.723792382191,0.65939,0.34060999999999997,0.0,1.80655358,1.60825315806,0.65978,0.3401799999999999,4e-05
