#meanDTcross, stdDTcross, Opt1_cross, Opt2_cross, Undec_cross, meanDTmddm, stdDTmddm, Opt1_mddm, Opt2_mdd, Undec_mddm
1.57617204,0.544282202473,0.49771,0.50229,0.0,1.6412107,1.44799593202,0.49907,0.5009,3.0000000000000004e-05
