#f1, m1, meanDTcross, stdDTcross, Opt1_cross, Opt2_cross, Undec_cross, meanDTmddm, stdDTmddm, Opt1_mddm, Opt2_mdd, Undec_mddm
0.9,0.7,3.263603,1.70682421737,0.7645,0.2355,0.0,2.64412572345,2.14495921933,0.78,0.2195,0.0005
0.9,0.8,2.909701,1.45561601486,0.7755,0.2245,0.0,2.28918386774,1.82172455433,0.795,0.203,0.002
0.9,0.9,2.5632065,1.25163046841,0.803,0.197,0.0,2.11646870741,1.71999959159,0.793,0.2065,0.0005
0.9,1.0,2.3396745,1.10205972231,0.7895,0.2105,0.0,1.99000998196,1.54080931784,0.788,0.211,0.001
0.9,1.1,2.2159655,0.948395460749,0.7955,0.2045,0.0,1.7725775,1.49730316079,0.7785,0.2215,0.0
0.9,1.2000000000000002,2.031989,0.881311604345,0.808,0.192,0.0,1.643825,1.29735091393,0.784,0.216,0.0
0.9,1.3,1.898472,0.782677340251,0.817,0.183,0.0,1.572355,1.24350172046,0.7805,0.2195,0.0
0.9,1.4,1.810182,0.746365380533,0.8145,0.1855,0.0,1.4469855,1.18946018741,0.7745,0.2255,0.0
0.9,1.5,1.690494,0.679825789494,0.8275,0.1725,0.0,1.363744,1.07925334162,0.7645,0.2355,0.0
0.9,1.6,1.6058035,0.614351327679,0.8125,0.1875,0.0,1.315683,1.04679556467,0.771,0.229,0.0
0.9,1.7000000000000002,1.502096,0.578828100891,0.8175,0.1825,0.0,1.223162,0.973464205575,0.7505,0.2495,0.0
0.9,1.8,1.462695,0.556030426549,0.8215,0.1785,0.0,1.2034065,0.984213010601,0.761,0.239,0.0
0.9,1.9000000000000001,1.395648,0.526478159436,0.8005,0.1995,0.0,1.0783725,0.879351096574,0.762,0.238,0.0
0.9,2.0,1.32258,0.482285215923,0.822,0.178,0.0,1.0371965,0.82246547297,0.7465,0.2535,0.0
0.9,2.1,1.2943825,0.488698208718,0.8215,0.1785,0.0,0.9964475,0.817821429108,0.7175,0.2825,0.0
0.9,2.2,1.2319055,0.462465547883,0.8295,0.1705,0.0,0.9591525,0.800096565934,0.712,0.288,0.0
0.9,2.3,1.171415,0.453109717319,0.799,0.201,0.0,0.900909,0.711642804468,0.713,0.287,0.0
0.9,2.4000000000000004,1.14086,0.426833192685,0.815,0.185,0.0,0.8882995,0.725636901856,0.7175,0.2825,0.0
0.9,2.5,1.1058635,0.43365251883,0.82,0.18,0.0,0.8652785,0.714648053112,0.6885,0.3115,0.0
0.9,2.6,1.0646605,0.412487115834,0.7935,0.2065,0.0,0.8340205,0.708913699202,0.7025,0.2975,0.0
0.9,2.7,1.025489,0.393700570734,0.7845,0.2155,0.0,0.7900765,0.65293150403,0.705,0.295,0.0
0.9,2.8000000000000003,0.981037,0.374430666834,0.777,0.223,0.0,0.778826,0.652540414546,0.706,0.294,0.0
0.9,2.9000000000000004,0.9635685,0.367622479495,0.778,0.222,0.0,0.7598555,0.612531152444,0.698,0.302,0.0
0.9,3.0,0.9268825,0.35323356959,0.778,0.222,0.0,0.7139945,0.572887835053,0.6995,0.3005,0.0
0.9,3.1,0.908706,0.349709275002,0.769,0.231,0.0,0.7219115,0.617294556104,0.6995,0.3005,0.0
0.9,3.2,0.8596825,0.318422989258,0.7835,0.2165,0.0,0.713884,0.582225961841,0.6955,0.3045,0.0
