#meanDTcross, stdDTcross, Opt1_cross, Opt2_cross, Undec_cross, meanDTmddm, stdDTmddm, Opt1_mddm, Opt2_mdd, Undec_mddm
1.17831097,0.342422693035,0.68662,0.31338000000000005,0.0,1.13519905,0.932518710682,0.66064,0.33936,0.0
