#meanDTcross, stdDTcross, Opt1_cross, Opt2_cross, Undec_cross, meanDTmddm, stdDTmddm, Opt1_mddm, Opt2_mdd, Undec_mddm
2.18546435,1.01295338914,0.8113699999999999,0.18862,1e-05,1.85077883,1.79007568865,0.8162100000000001,0.18368999999999996,0.0001
