#f, meanDTcross, stdDTcross, Opt1_cross, Opt2_cross, Undec_cross, meanDTmddm, stdDTmddm, Opt1_mddm, Opt2_mdd, Undec_mddm
0.5,0.6295984,0.131436350067,0.5023,0.49770000000000003,0.0,0.4899398,0.443442598777,0.5293,0.4707,0.0
1.0,0.8262947,0.250260605091,0.765,0.235,0.0,0.5263621,0.465366854554,0.5958,0.4042,0.0
1.5,0.8520102,0.220114119129,0.7538999999999999,0.24609999999999999,0.0,0.5534186,0.493421831124,0.6236,0.37639999999999996,0.0
2.0,0.8685761,0.230536090259,0.7787000000000001,0.2213,0.0,0.5711142,0.505357358969,0.6444,0.35559999999999997,0.0
2.5,0.8830478,0.23329012282,0.7937000000000001,0.20629999999999998,0.0,0.599115,0.517494603715,0.6626,0.3374,0.0
3.0,0.8871108,0.233042556715,0.799,0.201,0.0,0.6199079,0.532695562828,0.6686,0.33140000000000003,0.0
3.5,0.8938145,0.234651169932,0.8065,0.19349999999999998,0.0,0.6224359,0.533006863925,0.6764,0.3236,0.0
4.0,0.8925428,0.231045256253,0.8102,0.1898,0.0,0.6321568,0.538654208403,0.6788000000000001,0.32120000000000004,0.0
4.5,0.8990312,0.235646467662,0.8142999999999999,0.18569999999999998,0.0,0.6395638,0.541308990561,0.6856,0.3144,0.0
5.0,0.9052206,0.240290684691,0.8152999999999999,0.1847,0.0,0.6501169,0.535355276204,0.6776,0.3224,0.0
5.5,0.9028197,0.237350300311,0.8104,0.18960000000000002,0.0,0.6320773,0.532947283013,0.6961999999999999,0.30379999999999996,0.0
6.0,0.9055623,0.237727747753,0.8124,0.18760000000000002,0.0,0.6388615,0.537922078789,0.6876,0.31239999999999996,0.0
6.5,0.9031094,0.236614438659,0.8122,0.18780000000000002,0.0,0.6451104,0.534831727662,0.6867000000000001,0.3133,0.0
7.0,0.9058443,0.236338059105,0.8171,0.1829,0.0,0.6415717,0.528123851394,0.6929,0.3071,0.0
7.5,0.9081179,0.236583962116,0.8200000000000001,0.18,0.0,0.6394249,0.528114362643,0.6946000000000001,0.3054,0.0
8.0,0.9022883,0.240437043339,0.8226,0.1774,0.0,0.6478344,0.53680216201,0.7022,0.2978,0.0
8.5,0.9072721,0.234778817223,0.8146,0.1854,0.0,0.6527309,0.537013996998,0.6955,0.3045,0.0
9.0,0.910243,0.235851989114,0.8253,0.17470000000000002,0.0,0.6426744,0.525657505086,0.6930000000000001,0.307,0.0
9.5,0.9115042,0.239469304258,0.8222,0.1778,0.0,0.6572742,0.53507363588,0.6986999999999999,0.3013,0.0
10.0,0.9063329,0.23415792055,0.8214,0.1786,0.0,0.6503683,0.535229159433,0.6980999999999999,0.3019,0.0
