#meanDTcross, stdDTcross, Opt1_cross, Opt2_cross, Undec_cross, meanDTmddm, stdDTmddm, Opt1_mddm, Opt2_mdd, Undec_mddm
2.91646244,1.5770042951,0.50266,0.49731000000000003,3.0000000000000004e-05,2.6928122,4.15871805716,0.49646999999999997,0.50217,0.00136
