#meanDTcross, stdDTcross, Opt1_cross, Opt2_cross, Undec_cross, meanDTmddm, stdDTmddm, Opt1_mddm, Opt2_mdd, Undec_mddm
0.94923623,0.24617291736,0.75938,0.24062,0.0,0.85496598,0.697513958272,0.69484,0.30516,0.0
