#meanDTcross, stdDTcross, Opt1_cross, Opt2_cross, Undec_cross, meanDTmddm, stdDTmddm, Opt1_mddm, Opt2_mdd, Undec_mddm
0.9712636,0.249436777573,0.6263799999999999,0.37362,0.0,0.88980379,0.731610202333,0.59121,0.40879,0.0
