#meanDTcross, stdDTcross, Opt1_cross, Opt2_cross, Undec_cross, meanDTmddm, stdDTmddm, Opt1_mddm, Opt2_mdd, Undec_mddm
1.74135962,0.678448705009,0.47824000000000005,0.52176,0.0,1.38077503,1.21939789103,0.48044999999999993,0.5195500000000001,0.0
