#meanDTcross, stdDTcross, Opt1_cross, Opt2_cross, Undec_cross, meanDTmddm, stdDTmddm, Opt1_mddm, Opt2_mdd, Undec_mddm
0.97849573,0.250958108871,0.50129,0.49871000000000004,0.0,0.90211438,0.73836855603,0.49856999999999996,0.5014299999999999,0.0
