#meanDTcross, stdDTcross, Opt1_cross, Opt2_cross, Undec_cross, meanDTmddm, stdDTmddm, Opt1_mddm, Opt2_mdd, Undec_mddm
1.60376422,0.563557307642,0.6808900000000001,0.31911,0.0,1.62492638,1.36015800358,0.68222,0.31777,1e-05
