#meanDTcross, stdDTcross, Opt1_cross, Opt2_cross, Undec_cross, meanDTmddm, stdDTmddm, Opt1_mddm, Opt2_mdd, Undec_mddm
2.09354714,0.876283365069,0.50114,0.49885999999999997,0.0,1.9978716,1.9352393842,0.50037,0.49951999999999996,0.00011
