#meanDTcross, stdDTcross, Opt1_cross, Opt2_cross, Undec_cross, meanDTmddm, stdDTmddm, Opt1_mddm, Opt2_mdd, Undec_mddm
1.31946042,0.437280949146,0.8635999999999999,0.13640000000000002,0.0,1.06042462,0.861381981585,0.80401,0.19599,0.0
