#meanDTcross, stdDTcross, Opt1_cross, Opt2_cross, Undec_cross, meanDTmddm, stdDTmddm, Opt1_mddm, Opt2_mdd, Undec_mddm
1.48148416,0.515734724487,0.78132,0.21867999999999999,0.0,1.24806141,1.03339509475,0.7383700000000001,0.26163000000000003,0.0
