#meanDTcross, stdDTcross, Opt1_cross, Opt2_cross, Undec_cross, meanDTmddm, stdDTmddm, Opt1_mddm, Opt2_mdd, Undec_mddm
1.28025072,0.395872101858,0.71748,0.28252,0.0,1.24895137,1.01831711478,0.69393,0.30607,0.0
