#meanDTcross, stdDTcross, Opt1_cross, Opt2_cross, Undec_cross, meanDTmddm, stdDTmddm, Opt1_mddm, Opt2_mdd, Undec_mddm
1.40939669,0.473121917145,0.75942,0.24058,0.0,1.18037686,0.981609801791,0.7124300000000001,0.28757,0.0
