#meanDTcross, stdDTcross, Opt1_cross, Opt2_cross, Undec_cross, meanDTmddm, stdDTmddm, Opt1_mddm, Opt2_mdd, Undec_mddm
2.12792244,0.907369229631,0.63093,0.36907,0.0,1.84963747,1.74536578687,0.6297900000000001,0.37014,7.000000000000001e-05
